tr,a.q,fuck you,3
tr,a.q.,fuck you,3
tr,abaza,horny,3
tr,abazan,horny,3
tr,afuşte,whore,3
tr,ahmak,idiot,3
tr,alagavat,a person who sell his wife for money,3
tr,allah,"god, aka “allah belanı versin”",3
tr,allahsız,godless,3
tr,am,pussy,3
tr,ambiti,pussy flea,3
tr,amcığı ,pussy,3
tr,amcık,cunt,3
tr,amcık,"pussy, cunt",3
tr,amcıklama,a sex activity,3
tr,amck,pussy,3
tr,amcuk,pussy,3
tr,amı,aka “ananın amı” pussy of your mother,3
tr,amık,pussy,3
tr,amın,pussy,3
tr,amına,"to pussy, “amına koyarım böyle işin”",3
tr,amını,"to pussy, “amını siktiğim”",3
tr,amınoğlu,pussy’s child,3
tr,ami,aka “ananin ami” pussy of your mother,3
tr,amina,to pussy,3
tr,aminako,fuck it,3
tr,aminakoyarim,I will fuck it,3
tr,aminakoyim,I will fuck it,3
tr,aminda,in your pussy,3
tr,amindan,from your pussy,3
tr,amindayken,while in your pussy,3
tr,amk,fck,3
tr,amkafa,pussy head,3
tr,amlı,pussy,3
tr,ammna,"to pussy, typo",3
tr,amn,"to pussy, typo",3
tr,amna,"to pussy, typo",3
tr,amnda,"pussy, typo",3
tr,amndaki,"pussy, typo",3
tr,amq,fuck it,3
tr,amteri,sweat of pussy,3
tr,amuğa,"to pussy, typo",3
tr,amuna,"in pussy, typo",3
tr,ana,"mother, usully use with other abusive words",3
tr,anal,a kind of sex activity,3
tr,ananı,"to your mother, “ananı sikim”",3
tr,ananın,"mother, “ananın amı”, pussy of your mother",3
tr,ananınki,pussy of your mother,3
tr,ananısikerim,I’ll fuck your mother,3
tr,ananısikeyim,I’ll fuck your mother,3
tr,anani,"to your mother, “anani sikim”",3
tr,ananin,"mother, “ananin ami”, pussy of your mother",3
tr,ananisikerim,I’ll fuck your mother,3
tr,ananisikeyim,I’ll fuck your mother,3
tr,anası,first part of “anasını siktiğim”,3
tr,anasını,first part of “anasını siktiğim”,3
tr,anasının,first part of “anasını siktiğim”,3
tr,anasi,first part of “anasını siktiğim”,3
tr,anasini,first part of “anasını siktiğim”,3
tr,anasinin,first part of “anasını siktiğim”,3
tr,angut,dumbass,1
tr,anneni,,1
tr,annenin,,1
tr,annesiz,,1
tr,aptal,idiot,3
tr,aq,fck,3
tr,aq.,fck,3
tr,atkafası,horse head,3
tr,avrat,"wife, ",3
tr,ayı,bear,3
